2026-01-29 17:56:19,670 - IngestionAgent - INFO - IngestionAgent initialized
2026-01-29 17:56:19,672 - IngestionAgent - INFO - Starting event ingestion...
2026-01-29 17:56:57,954 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=3083.05, category=A
2026-01-29 17:56:58,291 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5205.32, category=X
2026-01-29 17:56:58,424 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=3192.69, category=A
2026-01-29 17:56:58,732 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6512.44, category=X
2026-01-29 17:56:58,906 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=3484.84, category=C
2026-01-29 17:56:59,188 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4904.31, category=X
2026-01-29 17:56:59,737 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5336.82, category=B
2026-01-29 17:56:59,811 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=3244.76, category=B
2026-01-29 17:56:59,860 - IngestionAgent - INFO - Processed 1200 events
2026-01-29 17:57:00,418 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=3543.53, category=C
2026-01-29 17:57:00,817 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6593.68, category=X
2026-01-29 17:57:00,865 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5440.84, category=X
2026-01-29 17:57:00,911 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5517.60, category=C
2026-01-29 17:57:00,990 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4504.55, category=A
2026-01-29 17:57:01,051 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=3311.33, category=C
2026-01-29 17:57:01,100 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5339.64, category=C
2026-01-29 17:57:01,203 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6198.50, category=B
2026-01-29 17:57:01,236 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4648.96, category=B
2026-01-29 17:57:01,282 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6069.96, category=X
2026-01-29 17:57:01,467 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=3539.09, category=B
2026-01-29 17:57:01,489 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=3341.08, category=C
2026-01-29 17:57:01,649 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6307.62, category=C
2026-01-29 17:57:01,789 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4147.32, category=X
2026-01-29 17:57:01,990 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5241.88, category=C
2026-01-29 17:57:02,117 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5056.29, category=B
2026-01-29 17:57:02,663 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5189.33, category=B
2026-01-29 17:57:02,730 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5808.11, category=A
2026-01-29 17:57:03,176 - IngestionAgent - INFO - Processed 1300 events
2026-01-29 17:57:03,385 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4563.38, category=B
2026-01-29 17:57:03,431 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4577.00, category=C
2026-01-29 17:57:03,748 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5776.25, category=X
2026-01-29 17:57:03,964 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=7143.14, category=B
2026-01-29 17:57:04,103 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=3414.25, category=B
2026-01-29 17:57:04,166 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6816.66, category=A
2026-01-29 17:57:04,250 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=3517.98, category=C
2026-01-29 17:57:04,432 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4926.86, category=X
2026-01-29 17:57:04,692 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6529.03, category=X
2026-01-29 17:57:04,730 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6069.76, category=A
2026-01-29 17:57:04,749 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5767.20, category=X
2026-01-29 17:57:04,965 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6427.97, category=B
2026-01-29 17:57:05,053 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4594.12, category=A
2026-01-29 17:57:05,080 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5736.26, category=A
2026-01-29 17:57:05,111 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6935.56, category=C
2026-01-29 17:57:05,184 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=3413.68, category=B
2026-01-29 17:57:05,278 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4084.76, category=C
2026-01-29 17:57:05,343 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4500.52, category=A
2026-01-29 17:57:05,409 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=3857.63, category=A
2026-01-29 17:57:05,539 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6906.03, category=A
2026-01-29 17:57:05,789 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=3463.40, category=B
2026-01-29 17:57:05,980 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5025.44, category=X
2026-01-29 17:57:06,021 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=7089.93, category=C
2026-01-29 17:57:06,178 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=7131.97, category=C
2026-01-29 17:57:06,231 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6268.09, category=X
2026-01-29 17:57:06,338 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4917.41, category=A
2026-01-29 17:57:06,374 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5393.49, category=C
2026-01-29 17:57:06,426 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6352.89, category=A
2026-01-29 17:57:06,443 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4177.17, category=X
2026-01-29 17:57:06,477 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4754.97, category=A
2026-01-29 17:57:06,540 - IngestionAgent - INFO - Processed 1400 events
2026-01-29 17:57:06,857 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=7453.70, category=B
2026-01-29 17:57:07,000 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4291.50, category=X
2026-01-29 17:57:07,108 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4562.80, category=X
2026-01-29 17:57:07,152 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4479.97, category=B
2026-01-29 17:57:07,221 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5120.05, category=A
2026-01-29 17:57:07,309 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6072.17, category=X
2026-01-29 17:57:07,772 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4330.23, category=B
2026-01-29 17:57:07,799 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5719.30, category=B
2026-01-29 17:57:07,829 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6047.81, category=C
2026-01-29 17:57:08,183 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6184.96, category=A
2026-01-29 17:57:08,216 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6755.11, category=A
2026-01-29 17:57:08,324 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4731.14, category=B
2026-01-29 17:57:08,401 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4390.92, category=X
2026-01-29 17:57:08,503 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5368.21, category=C
2026-01-29 17:57:08,828 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=7327.00, category=C
2026-01-29 17:57:08,873 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4647.22, category=A
2026-01-29 17:57:08,928 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5047.49, category=B
2026-01-29 17:57:08,959 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4328.75, category=X
2026-01-29 17:57:08,983 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6633.36, category=A
2026-01-29 17:57:09,076 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6293.25, category=C
2026-01-29 17:57:09,143 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=4728.56, category=A
2026-01-29 17:57:09,214 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5897.69, category=X
2026-01-29 17:57:09,307 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=3877.63, category=A
2026-01-29 17:57:09,327 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5828.16, category=B
2026-01-29 17:57:09,642 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6668.74, category=C
2026-01-29 17:57:09,815 - IngestionAgent - INFO - Processed 1500 events
2026-01-29 17:57:09,856 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5411.30, category=X
2026-01-29 17:57:09,972 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5380.38, category=C
2026-01-29 17:57:10,453 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=7574.29, category=B
2026-01-29 17:57:10,655 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=5673.06, category=B
2026-01-29 17:57:11,129 - IngestionAgent - WARNING - Injecting High-Risk Anomaly: value=6920.14, category=C
